@ident;@phi;@lambda;@alt;@theta;@length;@width;@number;@designator;Vasi.PRIMARY.@biasZ;Vasi.PRIMARY.@pitch;Vasi.SECONDARY.@biasZ;Vasi.SECONDARY.@pitch;OffsetThreshold.PRIMARY.@length;OffsetThreshold.SECONDARY.@length;RunwayDeformation.0;RunwayDeformation.
EGUV;0.913341894778843;0.004677218276343694;6.747;1.536054151770548;567.826;28.719;9;;;;;;;;5.77;7.726
EGUW;0.9097883029174781;0.016675627635396838;85.34400000000001;3.976304920469416;2421.721;44.429;23;;906.061;0.05235987755982989;770.474;0.04363323129985824;;135.586;84.73440000000001;86.029
EGUX;0.9177063294664949;-0.024924792518606555;86.345;4.421795150586138;499.955;19.608;26;;;;;;;;85.885;86.806
EGUY;0.9138014675676086;-0.0019116633236887634;37.566;4.583902029643072;2746.248;60.725;26;;;;;;;229.578;31.6992;40.8432
EGUY;0.9138070442113267;-0.0019666534390096954;37.566;5.781723240616032;1237.752;18.719;33;;;;;;186.343;195.46;38.4048;39.3192
EGUY;0.9137743509180913;-0.0020658119769798623;37.566;4.587709290873373;797.587;23.046;26;L;;;;;;;37.566;37.566
EGUZ;0.9581466224241628;-0.08615084777432547;25.341;4.484323839966863;1226.205;43.722;26;;;;;;;;23.82;26.863
EGVA;0.902047546929635;-0.03124102519981239;82.296;4.678136893814301;3044.62;45.081;27;;1158.906;0.04974188368183839;1122.682;0.04799655442984406;;;77.724;86.86800000000001
EGVB;0.8790384202785821;-0.06470298630861525;188.705;1.5352348942196616;482.851;9.949;9;;;;;;;;186.348;191.064
EGVD;0.8964642557117163;-0.03649034977525125;46.417;0.09096359355421607;460.253;10.954;1;;;;;;;;46.723;46.112
EGVE;0.9059017333462551;-0.0043360735824883485;90.536;5.898226411647607;567.503;14.496;34;;;;;;;;92.285;88.789
EGVG;0.909138351821549;0.02453081112484295;23.0;1.416301003138835;2731.024;45.344;9;;;;;;;;23.0;23.0
EGVH;0.9073977601874923;-0.04855010026464679;85.959;3.3485923680677496;493.547;11.073;19;;;;;;;;86.224;85.695
EGVI;0.9278063509957891;-0.012671507720111162;11.347;1.7807753183060078;476.078;22.606;10;;;;;;;;12.555;10.141
EGVJ;0.9060052435778718;-0.01273443270309404;126.087;5.041522123528229;523.242;14.033;29;;;;;;;;122.05;130.125
EGVK;0.8978825664929104;0.011029341214427555;3.846;4.074577429332209;486.933;12.792;24;;;;;;;;3.231;4.462
EGVL;0.9052517471402922;-0.029568944945243925;216.204;3.805726736822077;1493.691;46.013;22;;;;;;;;216.10320000000002;214.2744
EGVL;0.9052072393206485;-0.029595019997088787;216.204;2.288015471891214;825.642;42.925;13;;;;;;;;222.19920000000002;212.1408
EGVL;0.9052654459051864;-0.029551483555049794;216.204;1.4850627868772066;943.434;43.755;9;;;;;;;;222.80880000000002;209.7024
EGVM;0.9192214503145024;-0.041920100913799725;123.527;3.069482804747321;363.21;7.678;18;;;;;;;;121.022;126.033
EGVM;0.9192301927129441;-0.04189890225555243;123.527;4.821361753825609;448.483;9.062;28;;;;;;;;122.62;124.435
EGVN;0.903207828220008;-0.027627352268210798;81.0768;4.424028822962841;3051.82;49.102;25;;1221.11;0.05235987755982989;;;;;75.5904;86.56320000000001
EGVO;0.8942050069535086;-0.016454020903634573;119.634;1.6166615549553751;1824.401;44.924;9;;607.401;0.05235987755982989;607.401;0.05235987755982989;;;120.0912;119.1768
EGVP;0.8925782420493634;-0.027448610986728496;84.12480000000001;3.0259092637078804;1179.0;49.665;17;;;;;;;;87.78240000000001;79.248
EGVP;0.8926703824816682;-0.027370026928625144;84.12480000000001;1.462227073477038;1094.205;44.136;8;;;;;;;;87.962;81.9912
EGVP;0.8927284018126918;-0.027201389534676983;84.12480000000001;0.7061042775543793;296.641;23.738;4;;;;;;;;84.12480000000001;84.12480000000001
EGVR;0.9065358205585327;-0.0035498428899670056;99.256;3.291969349276999;520.553;20.746;19;;;;;;;;100.928;97.586
EGVS;0.8887886756501405;-0.008269310240439937;33.618;0.6821083914405326;662.394;39.214;4;;;;;;;;37.775;29.462
EGVT;0.9070955505706773;0.008795297559446847;100.0;2.428314287411554;1192.621;44.9;14;;;;;;;;100.0;100.0
EGVT;0.9070950590302027;0.008984720093465237;100.0;3.7488993399759174;1018.35;47.424;21;;;;;;;;100.0;100.0
EGVT;0.9071181789875274;0.008854672527890703;100.0;1.6573571527780318;2758.551;43.636;10;;;;;;;;100.0;100.0
EGVU;0.9492233019777632;-0.1117060448527647;25.588;2.9722838479074296;283.588;3.017;17;;;;;;;;30.745;20.433
EGVV;0.9117002081102894;-0.030045965470301608;117.774;3.5739698759704313;1088.017;45.119;21;;;;;;;;116.594;118.955
EGVV;0.9116761518853939;-0.029986621710776776;117.774;4.582776641341386;982.854;51.499;26;;;;;;;;115.667;119.882
EGVV;0.911687966411802;-0.0299434909846851;117.774;5.716157503803913;1007.915;45.04;33;;;;;;;;115.146;120.403
EGVW;0.9022120081801059;0.01523503173546186;18.8976;3.3370731950045873;576.341;14.142;19;;;;;;;;20.049;17.741
EGVX;0.9201103661528437;0.02706868921098538;5.632;4.380948511970014;540.676;16.0;25;;;;;;;;5.458;5.808
EGVY;0.9299523289329553;-0.015205632933740906;40.729;5.401983577679216;472.87;14.687;32;;;;;;;;39.188;42.271
EGVY;0.929913713747335;-0.015175633360328735;40.729;3.9029084149023734;278.473;19.127;23;;;;;;;;42.627;38.832
EGVZ;0.9970990282167868;-0.081495374312312;117.862;3.640386286259973;641.739;18.767;21;;;;;;;;107.465;128.26
EGWB;0.8999007731650335;-0.02973745750351599;97.574;1.0538380054016605;338.599;17.061;6;R;;;;;;;98.349;96.8
EGWB;0.8999489148731861;-0.029704040553470652;97.574;1.0504203714735754;640.738;7.866;6;L;;;;;;;98.099;97.05
EGWC;0.9187504784680633;-0.040234561812902025;80.4672;4.152486483680283;1178.685;44.019;24;;;;;;41.771;41.681;82.9056;78.56
EGWC;0.9187359546173722;-0.0402975024003444;80.4672;2.921106430915826;860.502;45.0;17;L;;;;;;;80.4672;80.4672
EGWC;0.9187437080831924;-0.040270764158970275;80.4672;2.9262563739396854;823.524;45.326;17;R;;;;;;;80.4672;80.4672
EGWC;0.9187582202305387;-0.04025214803877224;80.4672;1.011969476508494;1033.341;46.0;6;L;;;;;;;78.0288;82.296
EGWD;0.9104997667928043;0.021992800400794675;50.099;3.6788870278284915;783.159;30.016;21;;;;;;;;46.544;53.656
EGWD;0.9105215935305468;0.022007710461858565;50.099;2.357512737376376;393.219;25.0;13;;;;;;;;52.456;47.743
EGWE;0.9079220992854633;-0.00526236210136129;46.9392;0.3158540324225434;1330.131;46.736;2;;;;;;;;47.5488;45.110400000000006
EGWE;0.9079344287590353;-0.0053114147198378365;46.9392;5.408656669541291;1164.755;47.279;31;;;;;;;;42.062400000000004;51.2064
EGWE;0.9079851627580243;-0.005286486595767124;46.9392;4.576338121730779;1117.55;46.136;26;L;;;;;;;42.976800000000004;50.5968
EGWF;0.9306376767947305;-0.011837636612699124;19.768;4.392975575845507;419.953;20.601;25;;;;;;;;19.318;20.22
EGWG;0.9204411611889276;-0.045448206791666265;54.243;3.1522566153194784;306.912;9.561;18;;;;;;;;53.702;54.784
EGWG;0.9204359941622716;-0.045441434456237974;54.243;5.6146596264834345;254.783;13.747;32;;;;;;;;54.822;53.664
EGWH;0.9411298071826469;-0.017367544974626548;13.808;1.2328255344509587;1995.777;22.74;8;;;;;;313.158;54.118;12.508;15.108
EGWI;0.9578727583080516;-0.05594146460178253;9.041;4.682059346775233;1177.546;40.8432;28;;;;;;;;7.855;10.228
EGWI;0.9578851404466746;-0.055925672888756196;9.041;0.7047312793917129;1046.199;31.129;4;;;;;;;;9.859;8.225
EGWJ;0.9103689585098286;-0.02702009692406444;107.865;3.696033840531785;857.127;46.54;21;;;;;;;;115.241;100.49
EGWK;0.8877931306388377;-0.06742125194671851;157.474;1.9832808099600787;632.691;14.626;12;;;;;;;;159.886;155.063
EGWL;0.8862276561505416;-0.0681634780634155;134.501;2.840607133424867;702.71;8.127;16;;;;;;;;121.888;147.115
EGWM;0.8881977913345799;-0.034665431641990714;42.182;1.6065443350671695;421.223;11.33;9;;;;;;;;42.631;41.733
EGWN;0.9039426870812577;-0.012855827595869068;104.927;0.3337186815938892;1245.097;43.054;2;;;;;;84.651;;113.424;95.364
EGWN;0.9039245117870409;-0.012874100417957834;104.927;1.2319608983395207;847.588;44.939;7;;;;;;;;109.024;101.898
EGWO;0.944418880048591;-0.008066374244483995;158.733;4.593835745613723;667.651;19.701;27;;;;;;;;161.045;156.422
EGWP;0.9271737676632971;0.004397118228100008;2.39;4.191521819598687;460.879;17.663;24;;;;;;;;2.34;2.4384
EGWQ;0.9196576924857399;-0.03115245428762124;68.269;3.8906881430786844;382.439;23.079;22;;;;;;;;65.13;71.409
EGWR;0.9049594209980207;-6.345553460629075e-05;92.0;0.3996393834692796;677.909;18.98;2;;;;;;;;91.336;92.6592
EGWS;0.8919963166441203;-0.0508751569297323;8.583;2.6311487736296257;400.567;5.649;16;;;;;;;;7.713;9.454
EGWS;0.8919943387788771;-0.05075875546400117;8.583;3.6983807847769414;453.963;22.921;21;;;;;;;;8.467;8.7
EGWS;0.8919779775030785;-0.050781069841103595;8.583;1.4113358904827615;491.636;18.112;8;;;;;;;;8.599;8.568
EGWT;0.9056313743818621;-0.03171300548444763;215.841;1.2935657849471645;713.757;19.644;7;;;;;;;;223.203;208.4832
EGWU;0.8997644233483735;-0.007324171534476278;36.2712;4.3600935727379335;1675.317;43.042;25;;532.859;0.061086523819801536;;;;92.06;37.7952;34.571
EGWV;0.9339808717779351;-0.04583618046851767;37.863;3.839180858858454;227.404;6.319;22;;;;;;;;34.924;40.802
EGWV;0.9339753477992677;-0.04581289081269574;37.863;3.0886746197351753;237.851;7.343;18;;;;;;;;34.91;40.817
EGWV;0.9339804738642175;-0.045826295043416704;37.863;4.049385695974773;201.42;8.515;23;;;;;;;;35.438;40.288
EGWW;0.905527044916121;-0.0021574959788436938;111.793;0.8924188209765973;436.807;15.975;5;;;;;;;;109.221;114.366
EGWX;0.923498308874257;0.016628822059090047;32.751;2.9297794955677614;682.605;17.884;17;;;;;;;;30.417;35.086
EGWY;0.9198251497924375;-0.0539690063038343;63.141;3.104925729466345;461.191;5.699;18;;;;;;;;62.731;63.552
EGWZ;0.9285157492307873;-0.0044194638141214545;7.33;1.2677312468262192;308.792;17.795;7;;;;;;;;9.035;5.625
EGXA;0.9216115366140474;-0.05220008477353323;85.045;1.5979245029574198;686.235;15.652;9;;;;;;;;88.624;81.468
EGXB;0.919246946050788;-0.05289433497946001;329.437;3.7296298578363487;524.677;5.035;22;;;;;;;;327.0;331.874
EGXC;0.9266504584596539;-0.0029001278114879976;6.4008;1.2551859946958093;2741.319;55.954;7;;;;;;;;5.486400000000001;7.315200000000001
EGXD;0.9449840813743522;-0.024740035717982303;34.774;4.754443037777343;1361.382;45.873;28;;;;23.7744;0.05235987755982989;;424.983;30.371;39.179
EGXD;0.9448663866890388;-0.02478337710427739;34.774;5.774919249060058;1852.0;48.032;33;;548.929;0.05235987755982989;400.528;0.05235987755982989;75.831;224.232;30.545;39.0
EGXE;0.9475835405094019;-0.02679761634256949;35.052;2.7196188152815175;2277.219;40.793;16;;;;;;;;33.528;40.2336
EGXE;0.9477137870318352;-0.026816326089524598;35.052;0.4964058477205264;584.125;13.553;3;;913.7904000000001;0.04363323129985824;913.7904000000001;0.04363323129985824;;;33.2232;33.2232
EGXF;0.9475963556717762;-0.04703287086404748;96.0;4.117685491060142;476.471;10.0;24;;;;;;;;96.0;96.0
EGXG;0.9000350631930379;-0.041648911011937496;102.035;1.6110730455970745;384.426;22.845;9;;;;;;;;103.953;100.118
EGXH;0.9135545913642238;0.013491709320990527;51.2064;4.560556854634246;2733.692;59.914;9;;1062.046;0.05235987755982989;1062.046;0.05235987755982989;;;50.181;52.228
EGXI;0.8941846548371898;0.0014018890381150106;79.0;2.818412653991881;381.197;8.788;16;;;;;;;;87.79;70.203
EGXI;0.894184309588523;0.0014095118165867123;79.0;2.9431059570713645;363.306;8.196;17;;;;;;;;86.835;71.158
EGXI;0.8941943861682531;0.0013908332785506298;79.0;4.44890918958172;288.861;9.043;25;;;;;;;;79.285;78.709
EGXJ;0.9204129093149808;-0.01132176098345611;132.33;0.7200693550312868;2745.769;58.818;4;;;;;;;;142.652;122.0
EGXJ;0.9203417646829499;-0.01153906868662277;132.33;1.5449975679236172;732.534;28.575;9;;1141.1712;0.04363323129985824;1141.1712;0.05235987755982989;170.362;231.602;132.793;131.869
EGXJ;0.9204345956125879;-0.011356332663505352;132.33;0.7194684207165326;2404.988;17.255;5;;550.38;0.04363323129985824;836.101;0.05235987755982989;347.315;61.593;143.173;121.489
EGXK;0.902871825195562;-0.019967575623006;125.5776;4.134331219735188;689.904;16.222;24;;;;;;;;123.579;127.581
EGXL;0.923943217372196;0.013476799259926635;42.772;1.5743014715316768;566.14;34.227;9;;;;;;;;35.815;49.731
EGXM;0.9303277780804908;-0.01484354705522021;42.386;3.4472617648024464;525.292;25.0;20;;;;;;;;42.343;42.43
EGXN;0.9244281279020945;-0.01727757746330906;51.28;3.0797402792942163;838.481;130.309;18;;;;;;;;52.091;50.47
EGXN;0.9244264133621056;-0.01732885371726609;51.28;4.357981549810095;1224.572;107.72;25;;;;;;;;46.643;55.919
EGXN;0.9244397259166269;-0.017289382236930027;51.28;4.994008676235338;863.0;82.884;29;;;;;;;;48.452;54.109
EGXO;0.9247105354597885;-0.023931662297413173;118.412;3.2345466206229836;346.976;20.414;19;;;;;;;;118.35;118.475
EGXP;0.9303988056790754;-0.009613946516604749;55.473600000000005;3.858939905853207;2733.964;54.887;22;;;;;;;;51.2064;59.7408
EGXQ;0.9203644282098339;-0.03814549138901924;89.772;4.884677935764834;361.93;11.079;28;;;;;;;;92.168;87.377
EGXR;0.9447026920076411;-0.007514912645323448;79.739;2.9650637698577795;884.443;25.0;17;;;;;;;;57.23;102.25
EGXS;0.9024472863689585;-0.0048487502975313665;84.775;5.630734807026003;247.147;8.466;32;;;;;;;;88.446;81.105
EGXS;0.9024366070669798;-0.004790795334903119;84.775;0.8309420764426347;319.114;11.038;5;;;;;;;;84.538;85.013
EGXT;0.9182698864723347;-0.008310911729499416;78.79;1.276016150252511;2749.78;53.852;7;;;;;;36.113;;83.327;74.3712
EGXT;0.9181590909086832;-0.008645377714683548;78.79;0.3422169340679449;288.498;15.61;2;R;1133.2464;0.04363323129985824;1147.8768;0.04363323129985824;24.779;24.0;78.79;78.79
EGXT;0.9182528756609091;-0.008709566658886912;78.79;1.8803678196820837;444.926;17.546;11;;1133.2464;0.04363323129985824;1147.8768;0.04363323129985824;47.414;47.8536;78.79;78.79
EGXT;0.9182170341679669;-0.008230416125105819;78.79;2.849572017127736;343.286;21.327;16;;1147.8768;0.04363323129985824;1133.2464;0.04363323129985824;10.578;36.786;78.79;78.79
EGXT;0.9182474160506371;-0.00878263454055271;78.79;0.30766395273451236;287.564;15.293;2;L;1133.2464;0.04363323129985824;1147.8768;0.04363323129985824;9.304;10.053;78.79;78.79
EGXT;0.9182892555077041;-0.008777118364115153;78.79;2.949086502286248;234.114;14.652;17;R;1147.8768;0.04363323129985824;1133.2464;0.04363323129985824;;;78.79;78.79
EGXT;0.9182075017937624;-0.008647180029757204;78.79;2.84725666334204;327.755;19.538;17;L;1147.8768;0.04363323129985824;1133.2464;0.04363323129985824;11.735;30.603;78.79;78.79
EGXU;0.943330153007311;-0.02186037315514453;14.706;4.820943747469757;1334.467;43.51;28;;;;183.265;0.05235987755982989;;179.169;14.020800000000001;14.726
EGXU;0.9433416573950865;-0.021868776156591843;14.706;0.5489111635669249;1795.495;48.88;3;;468.856;0.05235987755982989;592.947;0.05235987755982989;124.092;;14.908;15.24
EGXV;0.9029461823956948;-0.05122414286449252;37.718;2.273663105853289;475.648;13.56;13;;;;;;;;39.591;35.846
EGXW;0.9279223311411136;-0.009144782836911454;67.9704;3.519305116600418;2956.61;53.451;20;;;;;;173.291;79.624;66.684;69.244
EGXX;0.9505246436810114;-0.012963443750894837;216.043;4.28879669826104;325.835;16.18;25;;;;;;;;217.727;214.361
EGXY;0.9254267625963807;-0.01592602841158035;63.449;4.231416206574924;1808.015;43.631;24;;;;;;;;56.692800000000005;68.2752
EGXY;0.925440127815953;-0.01581890379702921;63.449;5.773591577098066;1337.797;45.0;33;;;;;;;;53.979;68.424
EGXY;0.9253919685527835;-0.015892096514371106;63.449;5.0379504817469485;1342.113;47.479;29;;;;;;;;63.3984;69.1896
EGXZ;0.9460654821218909;-0.02411522535688474;25.984;3.520383904611075;1827.948;43.351;20;;609.174;0.05235987755982989;211.0;0.05235987755982989;;398.179;27.736800000000002;23.496
EGXZ;0.9460703858232926;-0.024103966739346696;25.984;5.341340192956496;1250.764;44.9;31;;10.296;0.05235987755982989;320.582;0.05235987755982989;310.2864;;24.891;26.5176
EGYA;0.9038808583115555;-0.018820569826562984;70.871;0.9969630134267988;1317.293;46.448;6;;;;;;;;69.822;71.921
EGYA;0.9038157233469943;-0.018751722951195232;70.871;0.2731762641683969;1744.227;43.795;2;;;;;;;;68.515;73.228
EGYA;0.9037818187575891;-0.018790944760179104;70.871;1.8447473949781314;1031.78;43.436;11;;;;;;;;74.197;67.546
EGYB;0.9105029383992002;0.015116180369587317;86.98;4.0417271912170225;992.826;25.0;23;;;;;;;;84.444;89.518
EGYB;0.9104821942208362;0.015138338702094616;86.98;5.211100058981251;1086.014;35.525;30;;;;;;;;88.53;85.431
EGYC;0.9207471041726809;0.023695051877829942;18.501;0.6236050945400228;2281.7328;42.42;4;;;;836.0664;0.05235987755982989;;;17.208;19.796
EGYD;0.9255433162055922;-0.008599742472840169;58.795;4.584988148036588;2129.927;40.672;26;;642.192;0.05235987755982989;;;117.972;187.121;54.286;67.493
EGYD;0.9255052861872035;-0.00844507107015541;58.795;3.2845497800938457;1462.143;40.772;19;;426.272;0.05235987755982989;;;;;55.473600000000005;53.949600000000004
EGYE;0.9243786169026198;-0.009778674993445109;104.952;4.143007775045627;1852.0;45.678;24;;;;460.879;0.05235987755982989;;168.075;98.4504;112.371
EGYE;0.9243557836772386;-0.009703391278528583;104.952;3.1025019907341003;870.56;20.62;18;;130.48;0.05235987755982989;70.082;0.05235987755982989;;60.398;99.167;105.049
EGYE;0.9243079228493573;-0.009825769252252878;104.952;1.790190060623578;1317.463;39.034;10;;353.931;0.05235987755982989;181.486;0.05235987755982989;;172.446;111.86160000000001;102.92
EGYF;0.8972772402500713;-0.04272627410557764;29.842;4.778899987519689;504.25;25.0;27;;;;;;;;24.989;34.695
EGYG;0.9284772042652348;0.0006483965016502283;55.163;5.243890955901869;299.388;18.553;30;;;;;;;;55.422;54.905
EGYH;0.9110739562872445;-0.023826090326583498;105.08;3.8676559056047415;431.47;18.758;22;;;;;;;;105.978;104.184
EGYJ;0.8975651132697094;-0.019392722939036686;52.371;3.9426279198875593;706.269;25.0;23;;;;;;;;51.824;52.919
EGYK;0.8983537899612594;-0.023803120562181566;135.797;0.8596843854572802;557.717;14.544;5;;;;;;;;137.176;134.4168
EGYL;0.8924458479631898;-0.03551390072127641;143.757;0.6970018619064533;827.084;16.135;4;;;;;;;;161.091;126.424
EGYM;0.9188861611940791;0.00960711956556817;18.821;4.108406448091914;2784.552;39.549;24;;1087.476;0.05235987755982989;1087.476;0.05235987755982989;;;18.5928;17.0688
EGYM;0.9188632870069916;0.009733273818494413;18.821;3.290660701403853;1796.647;33.9;19;;593.524;0.05235987755982989;593.524;0.05235987755982989;;;23.084;16.764
EGYN;0.9097026344347563;-0.012146167986174008;94.728;4.729181840315678;602.909;6.141;27;;;;;;;;95.795;93.662
EGYO;0.8880210123138813;-0.04568562864314413;85.803;0.7623525741547275;470.119;18.736;4;;;;;;;;87.651;83.956
EGYP;-0.9044439179252484;-1.0202659315579674;62.7888;4.978539474009061;2588.781;44.85;28;;989.591;0.05235987755982989;989.591;0.05235987755982989;;;60.0456;71.0184
EGYP;-0.9044370948753269;-1.0199827028155914;62.7888;0.9641560071171839;1527.627;21.139;5;;459.014;0.05235987755982989;459.014;0.05235987755982989;;;61.8744;58.216800000000006
EGYQ;1.0048011982773712;-0.09056223628064937;156.567;3.853415415171869;297.751;11.031;22;;;;;;;;155.7;157.435
EGYR;1.009362143824775;-0.06646994947924753;18.48;4.2202403397756285;542.923;25.0;24;;;;;;;;18.774;18.188
EGYS;0.9871763416170611;-0.09682014729442842;6.562;1.811482641165596;374.503;25.0;11;;;;;;;;9.434;3.692
EGYT;0.9887764053404234;-0.04945817057703925;75.293;1.4919622479432657;531.485;34.787;9;;;;;;;;75.0;75.583
EGYU;0.926529779421459;-0.014808421416858286;11.123;0.636431047974031;725.775;25.0;4;;;;;;;;11.963;10.283
EGYV;0.9807260607769733;-0.05813332160047205;108.224;1.7619097053553505;938.296;25.0;10;L;;;;;;;108.029;108.42
EGYV;0.9807150420780003;-0.0581334542383779;108.224;1.7613313905077022;915.123;25.0;10;R;;;;;;;107.941;108.50880000000001
EGYW;0.9524681479043348;-0.12293674601273746;159.908;1.2201963319835276;365.701;5.253;8;;;;;;;;157.937;161.879
EGYX;0.9299086637541254;-0.04006628332152263;78.099;1.1423628503920649;552.506;15.098;7;;;;;;;;77.655;78.543
EGYY;0.8932348874584232;0.009196730082627511;28.52;3.632243103568943;350.363;13.975;21;;;;;;;;27.07;29.971
EGYZ;0.9032292687473776;0.01220018282277543;7.908;1.7897496267868374;178.76;9.486;10;;;;;;;;8.413;7.404
EGYZ;0.9032458406833795;0.012195337638096897;7.908;0.13851472774164642;189.466;5.054;1;;;;;;;;6.676;9.144
EGZA;0.9078971594580479;0.017576917810131265;50.865;1.4592317394147656;788.015;25.0;8;;;;;;;;52.012;49.72
EGZB;0.9370421800022818;-0.04881380002594317;7.352;4.982748859099021;347.498;18.805;29;;;;;;;;7.863;6.841
EGZB;0.9370415480216717;-0.048810733749649025;7.352;4.580061258091133;359.248;25.0;26;;;;;;;;8.396;6.308
EGZC;0.8955559649863333;-0.04029790031406196;116.049;5.439919007103014;315.868;25.498;31;;;;;;;;113.523;118.576
EGZD;0.9074735744540323;0.009711568015312966;75.8952;4.875699962092575;611.309;20.062;28;;;;;;;;76.751;75.04
